Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
"7/22/2015","Smith's Food","SMITHS FOOD #4423","22.03","debit","Groceries","Quicksilver","",""
"7/19/2015","Cinemark","CINEMARK THEATRES 014","2.65","debit","Movies & DVDs","Quicksilver","",""
"7/18/2015","Ace Hardware","ACE HARDWARE","8.55","debit","Home Improvement","Quicksilver","",""
"7/17/2015","Albertsons","ALBERTSONS #0915","4.99","debit","Groceries","Quicksilver","",""
"7/16/2015","Wendy's","WENDY'S 4252","2.24","debit","Fast Food","Quicksilver","",""
"7/16/2015","Starbucks","STARBUCKS #06497 ALBUQUER","3.70","debit","Gift","Quicksilver","",""
"7/16/2015","Starbucks","STARBUCKS #06497 ALBUQUER","4.56","debit","Gift","Quicksilver","",""
"7/15/2015","Om Nom Nom","OM NOM NOM","11.00","debit","Food & Dining","Quicksilver","",""
"7/15/2015","Wal-Mart","WAL-MART #2924","9.68","debit","Shopping","Quicksilver","",""
"7/14/2015","Smith's Food","SMITHS FOOD #4448","42.49","debit","Groceries","Quicksilver","",""
"7/13/2015","T-Mobile","VESTA *T-MOBILE","37.51","debit","Mobile Phone","Quicksilver","",""
"7/13/2015","Grandma's Music & Sound","GRANDMAS MUSIC AND SOUND","482.34","debit","Gifts","Quicksilver","",""
"7/12/2015","CVS","CVS/PHARMACY #07242","9.10","debit","Alcohol and Bars","Quicksilver","",""
"7/09/2015","Starbucks","STARBUCKS #06442 LOS ALAM","2.15","debit","Coffee Shops","Quicksilver","",""
"7/07/2015","Office Depot","OFFICE DEPOT #581","1.34","debit","Office Supplies","Quicksilver","",""
"7/06/2015","Smith's Food","SMITHS FOOD #4448","9.84","debit","Groceries","Quicksilver","",""
"7/05/2015","Smith's Food","SMITHS FOOD #4443","3.04","debit","Groceries","Quicksilver","",""
"7/05/2015","Elephant Bar","ELEPHANT BAR # 244","28.43","debit","Eating Out","Quicksilver","",""
"7/04/2015","Amazon","AMAZON.COM","8.90","debit","Music","Quicksilver","",""
"7/04/2015","Family Dollar","FAMILY DOLLAR #6258","15.27","debit","Shopping","Quicksilver","",""
"7/03/2015","Albertsons","ALBERTSONS #0915","17.38","debit","Groceries","Quicksilver","",""
"7/02/2015","Smith's Food","SMITHS FOOD #4448","34.09","debit","Groceries","Quicksilver","",""
"7/01/2015","T-Mobile","VESTA *T-MOBILE","26.75","debit","Mobile Phone","Quicksilver","",""
"7/01/2015","Thrifty Car","THRIFTY CAR RENT - RNO","289.86","debit","Vacation","Quicksilver","",""
"6/30/2015","Albertsons","ALBERTSONS #0915","26.37","debit","Groceries","Quicksilver","",""
"6/30/2015","Ate 76 Silver Street","76 SILVER STATE","14.77","debit","Vacation","Quicksilver","",""
"6/30/2015","Cross Roads Wash","CROSS ROADS WASH","6.00","debit","Vacation","Quicksilver","",""
"6/30/2015","McDonald's","MCDONALD'S F6832","3.65","debit","Fast Food","Quicksilver","",""
"6/30/2015","Cash Back Reward","CREDIT-CASH BACK REWARD","25.00","credit","Credit Card Payment","Quicksilver","",""
"6/30/2015","Ate 76 Silver Street","76 SILVER STATE","6.67","debit","Vacation","Quicksilver","",""
"6/29/2015","Save Mart","SAVEMART #626 TAHOE","3.99","debit","Groceries","Quicksilver","",""
"6/28/2015","Chevron","CHEVRON 00090998","3.07","debit","Vacation","Quicksilver","",""
"6/28/2015","Chevron","CHEVRON 00090998","24.42","debit","Vacation","Quicksilver","",""
"6/27/2015","Flyers","FLYERS 20124*","29.06","debit","Vacation","Quicksilver","",""
"6/27/2015","Walgreens","WALGREENS #4026","20.63","debit","Pharmacy","Quicksilver","",""
"6/27/2015","Capital One Autopay","CAPITAL ONE AUTOPAY PYMT","269.00","credit","Credit Card Payment","Quicksilver","",""
"6/25/2015","Safeway","SAFEWAY STORE00022582","6.32","debit","Vacation","Quicksilver","",""
"6/25/2015","Save Mart","SAVEMART #626 TAHOE","7.88","debit","Vacation","Quicksilver","",""
"6/24/2015","Safeway","SAFEWAY STORE00022582","65.57","debit","Vacation","Quicksilver","",""
"6/23/2015","Giant","GIANT 6837","30.72","debit","Gas & Fuel","Quicksilver","",""
"6/23/2015","Safeway","SAFEWAY STORE00022582","25.25","debit","Vacation","Quicksilver","",""
"6/23/2015","Southwest Airlines","SOUTHWESTAIR*INFLIGHT","5.00","debit","Air Travel","Quicksilver","",""
"6/23/2015","Save Mart","SAVEMART #626 TAHOE","210.25","debit","Vacation","Quicksilver","",""
"6/22/2015","Dairy Queen","DAIRY QUEEN #13688","12.25","debit","Fast Food","Quicksilver","",""
"6/22/2015","Home Depot","THE HOME DEPOT 3507","18.62","debit","Home Improvement","Quicksilver","",""
"6/21/2015","Home Depot","THE HOME DEPOT 3507","21.57","debit","Home Improvement","Quicksilver","",""
"6/21/2015","iTunes","APL* ITUNES.COM/BILL","5.34","debit","Music","Quicksilver","",""
"6/20/2015","U-Haul","UHI*U-HAULETHRIDGE TIRE C","32.04","debit","Chickens","Quicksilver","",""
"6/17/2015","Ross","ROSS STORES #196","85.58","debit","Clothing","Quicksilver","",""
"6/17/2015","Amazon","AMAZON MKTPLACE PMTS","25.99","debit","Shopping","Quicksilver","",""
"6/17/2015","Albertsons","ALBERTSONS #0915","23.04","debit","Groceries","Quicksilver","",""
"6/17/2015","iTunes","APL* ITUNES.COM/BILL","2.12","debit","Music","Quicksilver","",""
"6/16/2015","Target","TARGET 00028134","55.54","debit","Shopping","Quicksilver","",""
"6/16/2015","Menchie's","MENCHIE`S FROZEN YOGURT","8.44","debit","Gifts","Quicksilver","",""
"6/14/2015","Target","TARGET 00006254","3.72","debit","Groceries","Quicksilver","",""
"6/13/2015","T-Mobile","VESTA *T-MOBILE","42.81","debit","Mobile Phone","Quicksilver","",""
"6/13/2015","Cabq Parking Division","CABQ PARKING DIVISION","1.50","debit","Parking","Quicksilver","",""
"6/13/2015","Sprint PCS","SPRINT *WIRELESS","207.16","debit","Mobile Phone","Quicksilver","",""
"6/12/2015","RadioShack","RADIOSHACK COR00194357","20.87","debit","Business Services","Quicksilver","","Radio shack headphones, cAles, multimeter"
"6/12/2015","Wal-Mart","WM SUPERCENTER #2924","10.67","debit","Gift","Quicksilver","",""
"6/10/2015","Dollar Tree","DOLRTREE 2664 00026641","2.14","debit","Gifts","Quicksilver","",""
"6/09/2015","Family Dollar","FAMILY DOLLAR #6258","4.82","debit","Gift","Quicksilver","",""
"6/09/2015","Albertsons","ALBERTSONS #0915","9.92","debit","Groceries","Quicksilver","",""
"6/08/2015","Jake Harleys","JAKE & HARLEYS","17.07","debit","Cigars and Smoking","Quicksilver","",""
"6/07/2015","Toys ""R"" Us","TOYS R US #7835","23.52","debit","Gift","Quicksilver","",""
"6/07/2015","Albertsons","ALBERTSONS #0915","24.15","debit","Gift","Quicksilver","",""
"6/07/2015","Family Dollar","FAMILY DOLLAR #6258","3.21","debit","Shopping","Quicksilver","",""
"6/07/2015","Amazon","AMAZONDIGITALSVCS","2.99","debit","Shopping","Quicksilver","",""
"6/06/2015","Target","TARGET 00006254","14.40","debit","Gifts","Quicksilver","",""
"6/05/2015","Office Depot","OFFICE DEPOT #581","14.96","debit","Office Supplies","Quicksilver","",""
"6/02/2015","Shell","SHELL OIL 57445344500","55.50","debit","Gas & Fuel","Quicksilver","",""
"6/02/2015","Menchie's","MENCHIE`S FROZEN YOGURT","4.66","debit","Gifts","Quicksilver","",""
"6/02/2015","Smith's Food","SMITHS FOOD #4448","10.51","debit","Groceries","Quicksilver","",""
"6/01/2015","Smith's Food","SMITHS FOOD #4448","13.96","debit","Groceries","Quicksilver","",""
"6/01/2015","Wal-Mart","WAL-MART #1397","12.71","debit","Shopping","Quicksilver","","intertubes"
"6/01/2015","Albertsons","ALBERTSONS #0915","12.83","debit","Groceries","Quicksilver","",""
"5/31/2015","Smith's Food","SMITHS FOOD #4448","8.79","debit","Groceries","Quicksilver","",""
"5/31/2015","Smith's Food","SMITHS FOOD #4443","3.88","debit","Groceries","Quicksilver","",""
"5/30/2015","O'Niell's","O'NIELL'S","20.58","debit","Gift","Quicksilver","","Kristen's BDay / Carly"
"5/30/2015","Miller Feed Supply","MILLER FEED & SUPPLY","10.70","debit","Chickens","Quicksilver","",""
"5/30/2015","Smith's Food","SMITHS FOOD #4443","4.85","debit","Groceries","Quicksilver","",""
"5/30/2015","McDonald's","MCDONALD'S F13697","3.41","debit","Fast Food","Quicksilver","",""
"5/29/2015","Home Depot","THE HOME DEPOT 3504","6.40","debit","Home Improvement","Quicksilver","",""
"5/29/2015","Noisetrade","NOISETRADE","10.00","debit","Transfer","Quicksilver","",""
"5/28/2015","Amazon","AMAZON MKTPLACE PMTS","5.99","debit","Gift","Quicksilver","","Carly Bday present"
"5/27/2015","Smith's Food","SMITHS FOOD #4448","2.00","debit","Groceries","Quicksilver","",""
"5/27/2015","Giant 6041","GIANT 6041","2.22","debit","Food & Dining","Quicksilver","",""
"5/27/2015","Amazon","Amazon.com","3.64","debit","Gift","Quicksilver","","Carly Bday"
"5/27/2015","Carl's Jr","CARL'S JR 7764","7.82","debit","Fast Food","Quicksilver","",""
"5/27/2015","Albertsons","ALBERTSONS #0915","15.05","debit","Groceries","Quicksilver","",""
"5/27/2015","Transfer from NME Checking","CAPITAL ONE AUTOPAY PYMT","658.58","credit","Credit Card Payment","Quicksilver","",""
"5/26/2015","Chevron","CHEVRON 00359699","60.92","debit","Gas & Fuel","Quicksilver","",""
"5/24/2015","Albertsons","ALBERTSONS #0915","7.88","debit","Groceries","Quicksilver","",""
"5/24/2015","Jake Harleys","JAKE & HARLEYS","18.14","debit","Cigars and Smoking","Quicksilver","",""
"5/24/2015","McDonald's","MCDONALD'S F13697","2.34","debit","Fast Food","Quicksilver","",""
"5/23/2015","Albertsons","ALBERTSONS #0915","2.72","debit","Groceries","Quicksilver","",""
"5/23/2015","Carl's Jr","CARL'S JR 7447","8.54","debit","Fast Food","Quicksilver","",""
"5/23/2015","Office Depot","OFFICE DEPOT #581","14.64","debit","Office Supplies","Quicksilver","",""
"5/23/2015","Family Dollar","FAMILY DOLLAR #6258","3.21","debit","Shopping","Quicksilver","",""
"5/23/2015","Albertsons","ALBERTSONS #0915","7.96","debit","Groceries","Quicksilver","",""
"5/22/2015","Home Depot","THE HOME DEPOT 3507","11.38","debit","Home Improvement","Quicksilver","",""
"5/21/2015","Carl's Jr","CARL'S JR 7530","16.34","debit","Fast Food","Quicksilver","",""
"5/20/2015","Home Depot","THE HOME DEPOT 3502","4.71","debit","Home Improvement","Quicksilver","",""
"5/20/2015","Home Depot","THE HOME DEPOT 3507","24.60","debit","Home Improvement","Quicksilver","",""
"4/29/2015","Adjustment","PURCHASE ADJUSTMENT","46.50","credit","Credit Card Payment","Quicksilver","",""
"4/29/2015","Lul Ticket Machine","LUL TICKET MACHINE","46.50","debit","Credit Card Payment","Quicksilver","Reimbursable","fradualent"
"4/27/2015","Capital One Autopay","CAPITAL ONE AUTOPAY PYMT","1329.28","credit","Credit Card Payment","Quicksilver","",""
"4/27/2015","Taco Cabana","TACO CABANA","7.89","debit","Restaurants","Quicksilver","",""
"4/26/2015","Smith's Food","SMITHS FOOD #4448","41.33","debit","Groceries","Quicksilver","",""
"4/26/2015","Shell","SHELL OIL 57445344500","48.28","debit","Gas & Fuel","Quicksilver","",""
"4/26/2015","Allsups","ALLSUPS #0245","1.58","debit","Groceries","Quicksilver","",""
"4/26/2015","La Montanita Food Cooperative","LA MONTANITA FOOD COOP","2.51","debit","Groceries","Quicksilver","",""
"4/24/2015","Jake Harleys","JAKE & HARLEYS","18.14","debit","Cigars and Smoking","Quicksilver","",""
"4/24/2015","Ross","ROSS STORES #196","10.69","debit","Clothing","Quicksilver","",""
"4/23/2015","Nob Hill Bar & Grill, LLC","NOB HILL BAR AND GRILL","8.00","debit","Alcohol & Bars","Quicksilver","",""
"4/22/2015","Unm Einsteins","UNM EINSTEINS 28274660","0.80","debit","Coffee Shops","Quicksilver","",""
"4/22/2015","Outtakes Unm","OUTTAKES UNM 21195995","1.06","debit","Food & Dining","Quicksilver","",""
"4/19/2015","Smith's Food","SMITHS FOOD #4448","27.31","debit","Groceries","Quicksilver","",""
"4/19/2015","Cash Back Reward","CREDIT-CASH BACK REWARD","25.00","credit","Credit Card Payment","Quicksilver","",""
"4/19/2015","Spotify","ADY*Spotify USA","9.99","debit","Music","Quicksilver","",""
"4/18/2015","John Brooks Supermart","JOHN BROOKS SUPERMA","3.24","debit","Groceries","Quicksilver","",""
"4/17/2015","Sonic","SONIC DRIVE IN #1591","2.66","debit","Fast Food","Quicksilver","",""
"4/17/2015","Smith's Food","SMITHS FOOD #4448","80.14","debit","Groceries","Quicksilver","",""
"4/17/2015","Smith's Food","SMITHS FOOD #4448","4.67","debit","Groceries","Quicksilver","",""
"4/16/2015","Smith's Food","SMITHS FOOD #4496","1.32","debit","Groceries","Quicksilver","",""
"4/15/2015","Unm Einsteins","UNM EINSTEINS 28274660","1.06","debit","Coffee Shops","Quicksilver","",""
"4/15/2015","Smith's Food","SMITHS FOOD #4496","9.45","debit","Groceries","Quicksilver","",""
"4/15/2015","Outtakes Unm","OUTTAKES UNM 21195995","1.17","debit","Food & Dining","Quicksilver","",""
"4/14/2015","Outtakes Unm","OUTTAKES UNM 21195995","2.13","debit","Food & Dining","Quicksilver","",""
"4/14/2015","Amazon","Amazon.com","3.62","debit","Shopping","Quicksilver","","Book: American Sniper"
"4/14/2015","Smiths","SMITHS-FUEL #9443","47.34","debit","Groceries","Quicksilver","",""
"4/13/2015","Miller Feed Supply","MILLER FEED & SUPPLY","61.56","debit","Food & Dining","Quicksilver","",""
"4/13/2015","Home Depot","THE HOME DEPOT 3504","9.62","credit","Home Improvement","Quicksilver","",""
"4/13/2015","Home Depot","THE HOME DEPOT 3504","24.02","debit","Home Improvement","Quicksilver","","Chicken wire and wire cutters"
"4/11/2015","Ady Soundcloud","ADY*SoundCloud","6.00","debit","Music","Quicksilver","",""
"4/10/2015","Smith's Food","SMITHS FOOD #4443","4.60","debit","Groceries","Quicksilver","",""
"4/07/2015","Amazon","AMAZON MKTPLACE PMTS","28.75","debit","Shopping","Quicksilver","","hard drive cable"
"4/06/2015","Barnes & Noble","BARNES & NOBLE #2049","5.35","debit","Books","Quicksilver","",""
"4/06/2015","Jake Harleys","JAKE & HARLEYS","18.72","debit","Cigars and Smoking","Quicksilver","",""
"4/06/2015","Jake Harleys","JAKE & HARLEYS","10.00","debit","Gift","Quicksilver","",""
"4/05/2015","Family Dollar","FAMILY DOLLAR #6258","18.27","debit","Home Supplies","Quicksilver","",""
"4/05/2015","Wal-Mart","WM SUPERCENTER #2924","12.67","debit","Home Improvement","Quicksilver","",""
"4/04/2015","Office Depot","OFFICE DEPOT #581","20.10","debit","Office Supplies","Quicksilver","",""
"4/04/2015","Smith's Food","SMITHS FOOD #4448","31.04","debit","Groceries","Quicksilver","",""
"4/04/2015","Sprint PCS","SPRINT *WIRELESS","45.40","debit","Mobile Phone","Quicksilver","",""
"4/03/2015","Smith's Food","SMITHS FOOD #4448","27.57","debit","Groceries","Quicksilver","",""
"4/03/2015","Smith's Food","SMITHS FOOD #4448","3.85","credit","Groceries","Quicksilver","",""
"4/01/2015","Unm Einsteins","OUTTAKES UNM 21195995","1.06","debit","Coffee Shops","Quicksilver","",""
"4/01/2015","Unm Einsteins","UNM EINSTEINS 28274660","1.06","debit","Coffee Shops","Quicksilver","",""
"3/30/2015","Newegg","WWW.NEWEGG.COM","55.98","debit","Shopping","Quicksilver","",""
"3/30/2015","Grandma's Music & Sound","GRANDMAS MUSIC AND SOUND","671.96","debit","Entertainment","Quicksilver","","reimbursed for Josh's wedding"
"3/30/2015","Smith's Food","SMITHS FOOD #4448","15.83","debit","Groceries","Quicksilver","",""
"3/29/2015","CVS","CVS/PHARMACY #07242","14.49","debit","Food & Dining","Quicksilver","",""
"3/28/2015","Blakes Lotaburger","BLAKES LOTABURGER 090","3.84","debit","Restaurants","Quicksilver","",""
"3/28/2015","Unm Einsteins","OUTTAKES UNM 21195995","1.06","debit","Coffee Shops","Quicksilver","",""
"3/27/2015","Capital One Autopay","CAPITAL ONE AUTOPAY PYMT","717.52","credit","Credit Card Payment","Quicksilver","",""
"3/27/2015","Smith's Food","SMITHS FOOD #4448","14.62","debit","Groceries","Quicksilver","",""
"3/26/2015","Unm Einsteins","UNM EINSTEINS 28274660","1.06","debit","Coffee Shops","Quicksilver","",""
"3/25/2015","Unm Parking Meters","UNM PARKING METERS YALE","3.50","debit","Parking","Quicksilver","",""
"3/25/2015","Smith's Food","SMITHS FOOD #4448","7.55","debit","Groceries","Quicksilver","",""
"3/25/2015","Gyros Mediterranean","GYROS MEDITERRANEAN","6.55","debit","Food & Dining","Quicksilver","",""
"3/23/2015","Amazon","AMAZON MKTPLACE PMTS","9.99","debit","Printing","Quicksilver","",""
"3/22/2015","Shell","SHELL OIL 57445344500","49.11","debit","Gas & Fuel","Quicksilver","",""
"3/22/2015","Smith's Food","SMITHS FOOD #4448","23.58","debit","Food & Dining","Quicksilver","",""
"3/22/2015","Smith's Food - back warmer","SMITHS FOOD #4448","30.00","debit","Health & Fitness","Quicksilver","",""
"3/20/2015","Frontier Restaurant","FRONTIER RESTAURANT","1.98","debit","Restaurants","Quicksilver","",""
"3/20/2015","BP - aquarium","CABQ BP AQUARIUM","9.00","debit","Ministry Reimbursabl","Quicksilver","",""
"3/20/2015","Frontier Restaurant","FRONTIER RESTAURANT","9.90","debit","Restaurants","Quicksilver","",""
"3/19/2015","Saggios","SAGGIOS","5.87","debit","Food & Dining","Quicksilver","",""
"3/19/2015","Satelitte Cafe","SATELITTE CAFE #7/","1.06","debit","Coffee Shops","Quicksilver","",""
"3/18/2015","Saggios","SAGGIOS","3.75","debit","Food & Dining","Quicksilver","",""
"3/18/2015","Frost Gelato","FROST GELATO","5.34","debit","Food & Dining","Quicksilver","",""
"3/18/2015","Satelitte Cafe","SATELITTE CAFE #7/","1.06","debit","Coffee Shops","Quicksilver","",""
"3/18/2015","Unm Einsteins","UNM EINSTEINS 28274660","1.06","debit","Coffee Shops","Quicksilver","",""
"3/18/2015","McAlisters Deli","MCALISTERS DELI 1288","1.50","debit","Fast Food","Quicksilver","",""
"3/16/2015","Taco Cabana","TACO CABANA","3.95","debit","Restaurants","Quicksilver","",""
"3/16/2015","Trader Joe's","TRADER JOE'S #167 QPS","10.43","debit","Groceries","Quicksilver","",""
"3/16/2015","Home Depot","THE HOME DEPOT 3507","13.43","debit","Home Improvement","Quicksilver","",""
"3/14/2015","Smith's Food","SMITHS FOOD #4448","62.50","debit","Groceries","Quicksilver","",""
"3/13/2015","Travel Center","5R TRAVEL CENTER","6.53","debit","Travel","Quicksilver","",""
"3/12/2015","Ady Soundcloud","ADY*SoundCloud","6.00","debit","Music","Quicksilver","",""
"3/12/2015","Campus Candy Yogurt","CAMPUS CANDY & YOGURT","3.65","debit","Restaurants","Quicksilver","",""
"3/12/2015","Starbucks","UA SU STARBUCKS BKS","0.53","debit","Coffee Shops","Quicksilver","",""
"3/12/2015","Indian Grill","KABABEQUE INDIAN GRILL","9.64","debit","Restaurants","Quicksilver","",""
"3/11/2015","Ua Su Cactus","UA SU CACTUS GRILL","6.36","debit","Restaurants","Quicksilver","",""
"3/11/2015","Starbucks","UA SU STARBUCKS BKS","0.53","debit","Coffee Shops","Quicksilver","",""
"3/11/2015","Ua Su Cactus","UA SU CACTUS GRILL","0.94","debit","Restaurants","Quicksilver","",""
"3/11/2015","In-N-Out Burger","IN-N-OUT BURGER #207","11.89","debit","Fast Food","Quicksilver","",""
"3/10/2015","El Guero Canelo","EL GUERO CANELO","12.38","debit","Food & Dining","Quicksilver","",""
"3/10/2015","Ua Su Cactus","UA SU CACTUS GRILL","4.19","debit","Restaurants","Quicksilver","",""
"3/10/2015","Ua Su Canyon","UA SU CANYON COFFEE","1.05","debit","Coffee Shops","Quicksilver","",""
"3/10/2015","Cash Back Reward","CREDIT-CASH BACK REWARD","25.00","credit","Credit Card Payment","Quicksilver","",""
"3/09/2015","Dairy Queen","DAIRY QUEEN #43044","4.85","debit","Fast Food","Quicksilver","",""
"3/08/2015","Jimmy John's","JIMMY JOHNS - 1014","5.95","debit","Restaurants","Quicksilver","",""
"3/08/2015","The University of Iowa","THE UNIVERSITY OF ARIZONA","8.00","debit","Sports","Quicksilver","",""
"3/07/2015","Travel Center","5R TRAVEL CENTER","1.06","debit","Travel","Quicksilver","",""
"3/07/2015","Campus Candy Yogurt","CAMPUS CANDY & YOGURT","3.29","debit","Restaurants","Quicksilver","",""
"3/07/2015","CVS","CVS/PHARMACY #10184","6.48","debit","Pharmacy","Quicksilver","",""
"3/07/2015","No Anchovies L","NO ANCHOVIES! L.L.C.","9.65","debit","Restaurants","Quicksilver","",""
"3/07/2015","Sprint PCS","SPRINT *WIRELESS","60.49","debit","Mobile Phone","Quicksilver","",""
"3/06/2015","Circle K","CIRCLE K 2706304","2.44","debit","Food & Dining","Quicksilver","",""
"3/06/2015","Home Depot","THE HOME DEPOT 3507","20.48","debit","Home Improvement","Quicksilver","",""
"3/06/2015","Home Depot","THE HOME DEPOT 3507","17.59","debit","Home Improvement","Quicksilver","",""
"3/05/2015","Albertsons","ALBERTSONS #0928","24.74","debit","Groceries","Quicksilver","",""
"3/05/2015","Blakes Lotaburger","BLAKES LOTABURGER 090","3.73","debit","Restaurants","Quicksilver","",""
"3/05/2015","Office Depot","OFFICE DEPOT #581","19.96","debit","Office Supplies","Quicksilver","",""
"3/05/2015","Satelitte Cafe","SATELITTE CAFE #7/","2.30","debit","Coffee Shops","Quicksilver","",""
"3/05/2015","Unm Einsteins","UNM EINSTEINS 28274660","1.06","debit","Coffee Shops","Quicksilver","",""
"3/04/2015","John Brooks Supermart","JOHN BROOKS SUPERMA","7.48","debit","Groceries","Quicksilver","",""
"3/04/2015","Outtakes Unm","OUTTAKES UNM 21195995","3.94","debit","Food & Dining","Quicksilver","",""
"3/04/2015","Saggios","SAGGIOS","5.87","debit","Food & Dining","Quicksilver","",""
"3/03/2015","Smith's Food","SMITHS FOOD #4443","21.67","debit","Groceries","Quicksilver","",""
"3/02/2015","Amazon","AMAZON MKTPLACE PMTS","9.83","debit","Printing","Quicksilver","",""
"3/01/2015","Usa Snack Soda","USA*Snack Soda Vending","1.75","debit","Food & Dining","Quicksilver","",""
"3/01/2015","Which Wich","WHICH WICH 70","8.03","debit","Fast Food","Quicksilver","",""
"2/28/2015","Corner Store 1244","CORNER STORE 1219","48.11","debit","Gas & Fuel","Quicksilver","",""
"2/28/2015","John Brooks Supermart","JOHN BROOKS SUPERMA","8.55","debit","Groceries","Quicksilver","",""
"2/27/2015","Capital One Autopay","CAPITAL ONE AUTOPAY PYMT","603.57","credit","Credit Card Payment","Quicksilver","",""
"2/26/2015","Satellite Cafe","SATELLITE CAFE #6","1.06","debit","Restaurants","Quicksilver","",""
"2/26/2015","Outtakes Unm","OUTTAKES UNM 21195995","1.92","debit","Food & Dining","Quicksilver","",""
"2/26/2015","John Brooks Supermart","JOHN BROOKS SUPERMA","10.68","debit","Groceries","Quicksilver","",""
"2/26/2015","La Montanita Food Cooperative","LA MONTANITA FOOD COOP","2.14","debit","Groceries","Quicksilver","",""
"2/26/2015","Blakes Lotaburger","BLAKES LOTABURGER 090","3.73","debit","Restaurants","Quicksilver","",""
"2/26/2015","Satellite Cafe","SATELLITE CAFE #6","1.06","debit","Restaurants","Quicksilver","",""
"2/25/2015","Outtakes Unm","OUTTAKES UNM 21195995","1.81","debit","Food & Dining","Quicksilver","",""
"2/25/2015","Saggios","SAGGIOS","10.14","debit","Food & Dining","Quicksilver","",""
"2/24/2015","Saggios","SAGGIOS","5.87","debit","Food & Dining","Quicksilver","",""
"2/24/2015","Unm Einsteins","SATELITTE CAFE #7/","1.06","debit","Coffee Shops","Quicksilver","",""
"2/23/2015","Smith's Food","SMITHS FOOD #4448","17.04","debit","Groceries","Quicksilver","",""
"2/21/2015","Chick-Fil-A","CHICK FIL A UN21195979","2.09","debit","Fast Food","Quicksilver","",""
"2/19/2015","Unm Einsteins","UNM EINSTEINS 28274660","1.06","debit","Coffee Shops","Quicksilver","",""
"2/19/2015","Outtakes Unm","OUTTAKES UNM 21195995","1.92","debit","Food & Dining","Quicksilver","",""
"2/19/2015","Blakes Lotaburger","BLAKES LOTABURGER 090","4.70","debit","Restaurants","Quicksilver","",""
"2/18/2015","Smith's Food","SMITHS FOOD #4448","6.19","debit","Groceries","Quicksilver","",""
"2/17/2015","Satelitte Cafe","SATELITTE CAFE #7/","1.06","debit","Restaurants","Quicksilver","",""
"2/17/2015","Outtakes Unm","OUTTAKES UNM 21195995","1.92","debit","Food & Dining","Quicksilver","",""
"2/16/2015","Sprouts Farmers Mar","SPROUTS FARMERS MAR","21.99","debit","Groceries","Quicksilver","",""
"2/16/2015","Corner Store 1244","CORNER STORE 1246","46.87","debit","Gas & Fuel","Quicksilver","",""
"2/16/2015","Wal-Mart","WAL-MART #2924","11.79","debit","Shopping","Quicksilver","",""
"2/16/2015","Home Depot","THE HOME DEPOT 3507","76.63","debit","Home Improvement","Quicksilver","","trim for walls"
"2/15/2015","Usa Snack Soda","USA*Snack Soda Vending","1.75","debit","Food & Dining","Quicksilver","",""
"2/15/2015","Jake Harleys","JAKE & HARLEYS","5.94","debit","Gift","Quicksilver","",""
"2/14/2015","Church's Chicken","CHURCH'S CHICKEN #","3.18","debit","Restaurants","Quicksilver","",""
"2/14/2015","Blakes Lotaburger","BLAKES LOTABURGER 090","6.84","debit","Restaurants","Quicksilver","",""
"2/13/2015","Albertsons","ALBERTSONS #0915","5.98","debit","Groceries","Quicksilver","",""
"2/12/2015","Outtakes Unm","OUTTAKES UNM 21195995","1.06","debit","Food & Dining","Quicksilver","",""
"2/12/2015","Starbucks","STARBUCKS LIBR21196068","1.06","debit","Coffee Shops","Quicksilver","",""
"2/11/2015","Outtakes Unm","OUTTAKES UNM 21195995","1.06","debit","Food & Dining","Quicksilver","",""
"2/11/2015","Satelitte Cafe","SATELITTE CAFE #7/","1.06","debit","Restaurants","Quicksilver","",""
"2/10/2015","Blakes Lotaburger","BLAKES LOTABURGER 090","2.66","debit","Restaurants","Quicksilver","",""
"2/10/2015","Chick-Fil-A","CHICK FIL A UN21195979","4.76","debit","Fast Food","Quicksilver","",""
"2/10/2015","Starbucks","STARBUCKS LIBR21196068","1.06","debit","Coffee Shops","Quicksilver","",""
"2/10/2015","Outtakes Unm","OUTTAKES UNM 21195995","1.06","debit","Food & Dining","Quicksilver","",""
"2/10/2015","Ady Soundcloud","ADY*SoundCloud","6.00","debit","Music","Quicksilver","",""
"2/09/2015","Family Dollar","FAMILY DOLLAR #6258","8.37","debit","Home Improvement","Quicksilver","",""
"2/09/2015","Family Dollar","FAMILY DOLLAR #6258","5.86","debit","Food & Dining","Quicksilver","",""
"2/09/2015","Office Depot","OFFICE DEPOT #581","8.82","debit","Office Supplies","Quicksilver","",""
"2/08/2015","Albertsons","ALBERTSONS #0915","9.75","debit","Alcohol and Bars","Quicksilver","",""
"2/08/2015","Albertsons","ALBERTSONS #0915","18.40","debit","Business Services","Quicksilver","",""
"2/08/2015","Frontier Restaurant","FRONTIER RESTAURANT","7.81","debit","Restaurants","Quicksilver","",""
"2/08/2015","Usa Snack Soda","USA*Snack Soda Vending","1.25","debit","Food & Dining","Quicksilver","",""
"2/07/2015","Blakes Lotaburger","BLAKES LOTABURGER 090","6.52","debit","Restaurants","Quicksilver","",""
"2/07/2015","Smith's Food","SMITHS FOOD #4448","9.00","debit","Groceries","Quicksilver","",""
"2/06/2015","Sonic","SONIC DRIVE IN #5479","19.00","debit","Fast Food","Quicksilver","",""
